VistID,Time_Spent,Age,Avg_Income,Internet_Usage,Ad_Topic,Country_Name,City_Name,Sex,Time_Period,Weekday,Month,Year,Clicked
7610511,49.96,19,57777,136.85,product_25,Jamaica,Hallfort,F,Early-Morning,Monday,February,2020,1
9306339,80.6,23,56637.59,245.76,product_27,Jamaica,Bernardton,M,Morning,Monday,July,2020,0
7890403,67.47,34,42760.22,221.53,product_30,Jamaica,Bernardton,F,Night,Tuesday,March,2020,0
9980572,66.17,27,65704.79,248.16,product_2,Jamaica,Hatfieldshire,F,Morning,Friday,April,2020,0
9678359,81.59,36,54989.93,261.52,product_4,Jamaica,Hallfort,M,Mid-Night,Sunday,May,2020,0
5146882,68.18,32,52686.47,162.44,product_1,Japan,Lake Susan,M,Morning,Sunday,May,2020,0
4647903,64.79,45,42697,177.46,product_28,Japan,South Lauratown,F,Evening,Monday,February,2020,1
2943686,65.07,20,71727.51,208.05,product_22,Japan,Lake Susan,M,Evening,Tuesday,June,2020,0
3593752,71.27,27,46500.11,195.36,product_12,Japan,Josephmouth,F,Noon,Wednesday,February,2020,0
6917152,88.04,23,63060.55,235.29,product_8,Japan,Beckton,F,Mid-Night,Monday,February,2020,0
4779797,77.35,27,58953.01,198.72,product_20,Japan,Beckton,M,Night,Thursday,June,2020,0
9297697,46.2,41,38645,122.45,product_3,Japan,Josephmouth,M,Noon,Tuesday,January,2020,1
9408044,87.09,21,56909.3,230.52,product_7,Japan,Josephmouth,M,Mid-Night,Saturday,July,2020,0
2992113,85.73,54,35351,172.83,product_9,Japan,Josephmouth,F,Morning,Friday,February,2020,1
3774752,70.04,53,50439.49,224.98,product_10,Japan,Josephmouth,M,Night,Sunday,April,2020,1
9867057,72.07,40,69718.19,244.87,product_23,Japan,South Lauratown,F,Night,Thursday,July,2020,0
2149923,72.76,22,42760.22,195.31,product_6,Japan,Lake Susan,F,Noon,Friday,July,2020,0
2981310,78.18,21,66107.84,194.23,product_4,Japan,South Lauratown,F,Noon,Sunday,April,2020,0
1008184,40.17,26,47391.95,171.31,product_7,Japan,South Lauratown,M,Noon,Monday,February,2020,1
6798181,66.89,43,79484.8,246.06,product_5,Japan,South Lauratown,F,Evening,Wednesday,April,2020,0
3344025,81.38,33,66265.34,236.96,product_19,Japan,Josephmouth,M,Noon,Monday,July,2020,0
7795164,71.33,23,31072.44,169.4,product_30,Japan,Josephmouth,F,Early-Morning,Tuesday,March,2020,1
3059654,75.24,38,52011,207.53,product_13,Japan,Lake Susan,F,Morning,Wednesday,July,2020,0
5762928,75.8,44,59106.12,236.87,product_13,Japan,South Lauratown,F,Noon,Friday,May,2020,0
7677784,76.2,24,47258.59,228.81,product_27,Japan,Lake Susan,M,Early-Morning,Wednesday,March,2020,0
1926002,32.84,51,63884,130.86,product_25,Japan,Josephmouth,M,Mid-Night,Saturday,February,2020,1
9289731,36.98,24,32537,255.07,product_5,Japan,South Lauratown,F,Early-Morning,Saturday,February,2020,1
3624502,71.4,30,72188.9,166.31,product_6,Japan,Beckton,F,Evening,Tuesday,May,2020,0
4333143,55.92,51,29728,161.16,product_21,Japan,South Lauratown,M,Early-Morning,Sunday,May,2020,1
6582177,86.19,49,65461.92,221.53,product_14,Japan,Beckton,M,Night,Tuesday,July,2020,0
7483627,79.44,29,63430.33,203.3,product_21,Japan,South Lauratown,F,Morning,Wednesday,March,2020,0
6267333,66.17,44,66522.79,193.97,product_13,Japan,Josephmouth,M,Mid-Night,Saturday,March,2020,0
2488299,72.82,31,52011,217.1,product_20,Japan,Josephmouth,F,Evening,Friday,January,2020,0
1003446,83.16,46,57669.41,245.5,product_27,Japan,Lake Susan,F,Noon,Friday,July,2020,0
6608379,62.06,40,63493.6,116.27,product_8,Jersey,East Rachaelfurt,M,Evening,Wednesday,March,2020,1
8381675,52.67,44,14775.5,191.26,product_29,Jersey,New Hollyberg,F,Early-Morning,Thursday,May,2020,1
9613541,69.9,43,71392.53,138.35,product_28,Jersey,Christopherport,F,Noon,Friday,May,2020,1
3600317,81.11,24,50147.72,163.05,product_16,Jersey,North Wesleychester,F,Night,Wednesday,July,2020,0
5316862,45.99,57,58678,204.27,product_30,Jersey,East Rachaelfurt,F,Evening,Friday,May,2020,1
4918336,63.26,46,26024,134.46,product_1,Jersey,East Rachaelfurt,F,Morning,Tuesday,March,2020,1
4565165,37.01,27,62723,138.68,product_14,Jersey,Christopherport,M,Early-Morning,Sunday,July,2020,1
1149769,82.3,21,61922.06,211.56,product_24,Jersey,North Wesleychester,F,Noon,Saturday,May,2020,0
1261266,70.92,22,50038.65,245.78,product_6,Jersey,North Wesleychester,M,Noon,Monday,April,2020,0
2307337,41.67,35,44249,128,product_9,Jersey,North Wesleychester,M,Early-Morning,Tuesday,May,2020,1
2279126,76.99,31,56729.78,244.34,product_9,Jersey,West Angelabury,M,Early-Morning,Wednesday,June,2020,0
8508437,65.4,24,77871.75,244.4,product_18,Jersey,New Hollyberg,M,Noon,Friday,July,2020,0
5556487,36.49,56,63006,118.1,product_23,Jersey,West Angelabury,F,Evening,Tuesday,January,2020,1
3069667,78.37,53,57195.96,205.5,product_12,Jersey,West Angelabury,F,Mid-Night,Friday,February,2020,1
8353831,68.68,44,67279.06,212.3,product_25,Jersey,Vanessastad,M,Mid-Night,Thursday,March,2020,0
2847564,69.62,26,67132.46,212.92,product_29,Jersey,Vanessastad,F,Noon,Friday,February,2020,1
4323435,50.87,46,51068,133.17,product_22,Jersey,East Rachaelfurt,M,Evening,Friday,April,2020,1
6197170,60.83,42,53673.08,225.02,product_2,Jersey,Vanessastad,F,Night,Monday,March,2020,0
3758460,71.9,23,61172.07,182.84,product_27,Jersey,West Angelabury,F,Night,Sunday,April,2020,0
2612687,79.53,31,74780.74,241.03,product_1,Jersey,Vanessastad,M,Night,Wednesday,March,2020,0
8149162,73.21,32,63071,162.05,product_5,Jersey,West Angelabury,M,Mid-Night,Sunday,April,2020,1
2277711,88.12,47,75560.65,197.15,product_10,Jersey,North Wesleychester,F,Night,Friday,February,2020,0
9238686,73.49,47,55195.61,241.8,product_8,Jersey,North Wesleychester,M,Noon,Friday,June,2020,0
8174736,76.44,22,60514.05,226.11,product_19,Jersey,West Angelabury,M,Noon,Sunday,July,2020,0
2175716,48.22,43,58576.12,170.13,product_12,Jersey,Vanessastad,M,Early-Morning,Sunday,April,2020,0
1096528,51.3,40,61653,150.8,product_18,Jersey,East Rachaelfurt,F,Early-Morning,Friday,April,2020,1
3838491,67.36,37,73104.47,233.56,product_13,Jersey,North Wesleychester,F,Evening,Wednesday,July,2020,0
4901463,63.8,36,45581,127.56,product_8,Jersey,East Rachaelfurt,M,Noon,Wednesday,June,2020,1
7549944,52.84,52,28019,142.04,product_8,Jersey,West Angelabury,F,Morning,Wednesday,January,2020,1
9251229,66.69,35,48758.92,108.27,product_25,Jersey,Vanessastad,F,Evening,Wednesday,May,2020,1
5189912,50.48,32,23975,190.41,product_28,Jersey,Christopherport,M,Evening,Saturday,July,2020,1
9074584,83.89,19,61771.9,226.45,product_27,Jersey,New Hollyberg,F,Evening,Thursday,February,2020,0
5462817,78.24,23,50506.44,224.98,product_7,Jersey,North Wesleychester,F,Noon,Friday,January,2020,0
1215532,69.08,23,57756.89,195.68,product_29,Jersey,East Rachaelfurt,M,Night,Thursday,April,2020,0
2223665,68.88,42,60465.72,222.75,product_12,Jordan,Hannahside,M,Evening,Friday,April,2020,0
9124877,70.04,31,74780.74,183.85,product_7,Jordan,Hannahside,M,Mid-Night,Sunday,March,2020,0
2703424,83.89,37,48679.54,252.36,product_27,Jordan,Hannahside,M,Early-Morning,Sunday,April,2020,0
8887347,55.55,22,64564.07,224.92,product_25,Jordan,Hannahside,F,Noon,Wednesday,April,2020,0
4947127,83.4,40,73474.82,180.88,product_23,Jordan,Hannahside,F,Evening,Saturday,July,2020,0
1827390,82.95,20,51739.63,197.15,product_12,Jordan,Hannahside,F,Noon,Sunday,July,2020,0
7879437,68.01,20,34309.24,193.8,product_6,Jordan,Hannahside,F,Night,Friday,February,2020,0
9031670,85.56,42,61747.98,202.77,product_17,Jordan,Hannahside,M,Night,Tuesday,May,2020,0
2721450,81.1,44,61833.9,235.94,product_11,Jordan,Hannahside,M,Morning,Friday,July,2020,0
2119666,81.37,23,72209.99,256.4,product_1,Jordan,Hannahside,F,Morning,Thursday,February,2020,0
8485122,76.79,34,72188.9,207.53,product_13,Jordan,Hannahside,F,Mid-Night,Tuesday,June,2020,0
9288437,66.89,36,64188.5,224.23,product_15,Jordan,Hannahside,M,Mid-Night,Thursday,January,2020,0
6984879,79.18,28,53049.44,223.93,product_25,Jordan,Hannahside,M,Noon,Thursday,April,2020,1
9801385,65.4,21,66107.84,184.1,product_18,Jordan,Hannahside,F,Evening,Monday,March,2020,0
1074102,89.71,44,78119.5,238.1,product_22,Jordan,Hannahside,M,Noon,Sunday,March,2020,0
9495764,72.82,37,62204.93,195.56,product_18,Jordan,Hannahside,F,Mid-Night,Tuesday,March,2020,0
9893310,34.78,35,54325,120.12,product_7,Kazakhstan,West Connor,M,Noon,Friday,April,2020,1
8109298,70.13,25,74623.27,158.42,product_18,Kazakhstan,Lawsonshire,M,Mid-Night,Monday,April,2020,0
3125891,74.49,21,64188.5,210.46,product_16,Kazakhstan,Millerfort,M,Mid-Night,Monday,January,2020,0
4247692,69.86,20,52520.75,210.54,product_28,Kazakhstan,West Connor,M,Evening,Tuesday,May,2020,0
8726947,67.69,21,39699.13,231.95,product_28,Kazakhstan,Lawsonshire,F,Morning,Thursday,July,2020,0
5896344,88.04,29,66574,181.25,product_16,Kazakhstan,West Connor,M,Mid-Night,Thursday,June,2020,0
7114082,55.04,22,67575,116.38,product_17,Kazakhstan,West Connor,F,Night,Tuesday,April,2020,1
4488861,52.84,36,44275,132.71,product_21,Kazakhstan,West Connor,M,Evening,Sunday,July,2020,1
6742630,57.35,29,41356.31,119.84,product_27,Kazakhstan,West Connor,F,Noon,Saturday,April,2020,1
1772035,35.25,19,62785,156.97,product_3,Kazakhstan,Hammondport,F,Morning,Tuesday,May,2020,1
6531457,81.67,31,68717,230.52,product_30,Kazakhstan,Millerfort,F,Noon,Wednesday,March,2020,0
2158208,83.71,45,64564.07,220.48,product_8,Kazakhstan,Millerfort,M,Evening,Sunday,April,2020,1
1965721,75.24,27,61005.87,229.99,product_23,Kazakhstan,West Connor,F,Noon,Thursday,July,2020,0
6234436,83.91,32,63924.82,196.71,product_25,Kazakhstan,West Connor,M,Morning,Friday,April,2020,0
9374153,83.48,48,65791.17,210.26,product_10,Kazakhstan,West Connor,M,Noon,Sunday,July,2020,0
1648513,80.51,33,73884.48,194.56,product_20,Kazakhstan,Millerfort,M,Noon,Friday,March,2020,0
3574879,71.74,35,72423.97,227.56,product_16,Kazakhstan,Hammondport,F,Evening,Tuesday,July,2020,0
1272499,60.7,45,65791.17,193.29,product_25,Kazakhstan,Hammondport,M,Night,Tuesday,July,2020,0
9312507,56.56,51,58920.44,236.5,product_27,Kazakhstan,West Connor,M,Morning,Sunday,July,2020,0
6595237,67.56,38,50628,123.8,product_9,Kazakhstan,West Connor,M,Early-Morning,Tuesday,March,2020,1
3861881,80.51,20,70510.59,198.32,product_29,Kazakhstan,Hammondport,F,Mid-Night,Saturday,June,2020,0
4172799,91.37,45,51920.49,182.65,product_21,Kazakhstan,Lawsonshire,M,Early-Morning,Friday,April,2020,1
4705495,87.26,31,69476.42,169.5,product_8,Kazakhstan,Millerfort,F,Mid-Night,Wednesday,February,2020,0
7786555,52.67,42,49823,129.88,product_7,Kazakhstan,West Connor,M,Evening,Saturday,March,2020,1
6595511,73.1,25,75687.46,251.08,product_6,Kazakhstan,Millerfort,M,Morning,Sunday,May,2020,0
9314204,39.3,29,57777,121.81,product_5,Kazakhstan,West Connor,F,Night,Saturday,January,2020,1
9127230,39.34,45,49091,160.73,product_22,Kazakhstan,Hammondport,M,Evening,Wednesday,May,2020,1
9816034,33.52,60,72196,166.29,product_15,Kazakhstan,Hammondport,M,Early-Morning,Sunday,February,2020,1
1487951,85.62,30,60514.05,197.33,product_15,Kazakhstan,Hammondport,F,Early-Morning,Thursday,June,2020,0
3409923,89.37,31,69718.19,169.5,product_5,Kazakhstan,Lawsonshire,M,Mid-Night,Monday,March,2020,0
6163358,45.82,57,51900,172.58,product_30,Kazakhstan,Hammondport,F,Evening,Thursday,June,2020,1
3958645,68.47,26,66176.97,250.03,product_20,Kazakhstan,Millerfort,F,Night,Wednesday,May,2020,0
8860629,87.23,32,67686.16,203.84,product_25,Kazakhstan,Millerfort,F,Morning,Monday,January,2020,0
9632290,55.35,58,52340,119.84,product_17,Kenya,Michelleside,F,Mid-Night,Thursday,February,2020,1
8445520,60.23,35,43313.73,106.86,product_25,Kenya,New Brendafurt,F,Evening,Tuesday,March,2020,1
9127071,67.56,31,62318.38,125.45,product_5,Kenya,Michelleside,F,Night,Monday,April,2020,1
7651444,44.57,20,71393,141.58,product_9,Kenya,Michelleside,F,Noon,Friday,June,2020,1
9093865,46.98,55,33258,196.83,product_19,Kenya,New Brendafurt,M,Mid-Night,Thursday,March,2020,1
7734800,37,48,36782.38,158.22,product_25,Kenya,Jonathantown,M,Early-Morning,Thursday,March,2020,1
7995462,45.62,24,45465,122.45,product_11,Kenya,Lake Charlottestad,F,Night,Sunday,January,2020,1
6433186,52.84,52,34127,137.43,product_12,Kenya,Michelleside,M,Evening,Thursday,April,2020,1
5400754,54.47,30,32252,127.01,product_9,Kenya,Jonathantown,F,Night,Thursday,January,2020,1
1018151,41.16,48,28272,106.86,product_23,Kenya,New Brendafurt,M,Noon,Saturday,July,2020,1
6489073,54.7,57,56367,142.04,product_21,Kenya,Lake Charlottestad,F,Night,Tuesday,July,2020,1
7747296,44.96,42,34418,123.24,product_4,Kenya,Lake Charlottestad,M,Morning,Friday,March,2020,1
6515303,35.61,28,45401,111.8,product_14,Kenya,New Brendafurt,F,Noon,Thursday,July,2020,1
6135525,50.32,26,26024,109.04,product_11,Kenya,New Brendafurt,F,Morning,Thursday,February,2020,1
5378620,42.95,32,57888,116.27,product_29,Kenya,Lake Charlottestad,F,Evening,Monday,February,2020,1
2883729,49.35,49,44304.13,119.86,product_8,Kenya,Lake Charlottestad,F,Evening,Thursday,April,2020,1
6240477,46.77,37,42861,121.24,product_1,Kenya,Jonathantown,M,Night,Sunday,April,2020,1
5920481,60.72,60,55317,124.54,product_19,Kenya,New Brendafurt,M,Night,Saturday,March,2020,1
7803078,43.77,53,51870,168.27,product_5,Kenya,Michelleside,F,Mid-Night,Thursday,July,2020,1
8337576,37.75,29,51013,120.85,product_19,Kiribati,North Jessicaville,M,Early-Morning,Wednesday,January,2020,1
9006230,36.98,61,25604,127.11,product_22,Kiribati,North Jessicaville,F,Morning,Monday,February,2020,1
6753940,61.88,40,58850,158.56,product_24,Kiribati,North Jessicaville,F,Morning,Thursday,July,2020,1
7783607,54.7,34,46034,168.41,product_17,Kiribati,North Jessicaville,M,Night,Wednesday,April,2020,1
5914094,68.94,47,75510,129.23,product_12,Kiribati,North Jessicaville,F,Morning,Friday,January,2020,1
2014425,80.3,34,56735,138.46,product_21,Kiribati,North Jessicaville,M,Night,Sunday,July,2020,1
4282506,72.23,47,61142,200.23,product_28,Kiribati,North Jessicaville,F,Morning,Tuesday,April,2020,1
1477766,52.17,54,26131,130.4,product_17,Kiribati,North Jessicaville,F,Early-Morning,Wednesday,April,2020,1
4172152,57.05,29,40927,248.51,product_22,Kiribati,North Jessicaville,M,Mid-Night,Friday,March,2020,1
6034461,42.06,42,57847,118.16,product_27,Kiribati,North Jessicaville,F,Early-Morning,Monday,May,2020,1
9219264,36.37,40,47338.94,144.53,product_13,Kiribati,North Jessicaville,M,Mid-Night,Friday,April,2020,1
9833330,88.97,23,52581,154.02,product_28,Kiribati,North Jessicaville,M,Mid-Night,Monday,January,2020,1
8533722,59.36,27,24853,123.71,product_26,Kiribati,North Jessicaville,M,Noon,Wednesday,January,2020,1
7617309,70.41,53,58114.3,208.05,product_4,Korea,East Michaeltown,F,Evening,Wednesday,July,2020,0
8422341,71.89,48,65280.16,213.7,product_22,Korea,Frankport,M,Evening,Wednesday,May,2020,0
7907012,59.7,31,44174,195.07,product_20,Korea,New Debbiestad,M,Noon,Friday,April,2020,1
9892570,89.21,29,58820.16,204.4,product_21,Korea,Pamelamouth,F,Evening,Wednesday,February,2020,0
7195484,81.51,28,51636.12,207.53,product_19,Korea,Lake James,M,Noon,Wednesday,July,2020,0
4745456,55.6,44,65953.76,124.38,product_6,Korea,New Debbiestad,M,Noon,Tuesday,June,2020,1
7144657,87.29,36,61628.72,209.93,product_6,Korea,Pamelamouth,M,Morning,Wednesday,March,2020,0
7291116,59.59,28,49957,127.37,product_28,Korea,New Debbiestad,M,Noon,Wednesday,February,2020,1
9606656,74.41,42,70575.6,236.75,product_17,Korea,East Michaeltown,M,Morning,Sunday,February,2020,1
8763907,91.1,48,57691.95,183.42,product_25,Korea,East Michaeltown,F,Noon,Sunday,April,2020,0
9198338,79.53,22,65816.38,245.78,product_12,Korea,New Debbiestad,M,Night,Monday,June,2020,0
3035526,73.89,24,79484.8,180.77,product_30,Korea,Pamelamouth,F,Morning,Saturday,April,2020,0
3853411,84.95,49,69285.69,227.53,product_12,Korea,Frankport,M,Mid-Night,Monday,July,2020,0
3513821,40.04,49,45633,119.27,product_4,Korea,East Michaeltown,M,Early-Morning,Monday,May,2020,1
1771523,77.75,33,44078.24,185.45,product_29,Korea,Pamelamouth,M,Evening,Sunday,June,2020,0
2248122,43.63,38,61757.12,135.25,product_11,Korea,Frankport,M,Evening,Wednesday,May,2020,1
5638606,76.2,43,49850.52,218.61,product_29,Korea,Pamelamouth,M,Morning,Monday,April,2020,0
8128123,69.42,47,67516.07,230.78,product_22,Korea,New Debbiestad,M,Mid-Night,Saturday,January,2020,0
4853087,55.71,37,57806.03,112.52,product_24,Korea,Lake James,M,Night,Sunday,March,2020,1
6296532,65.59,36,51510,112.19,product_27,Korea,East Michaeltown,M,Mid-Night,Saturday,June,2020,1
8669879,75,45,60082.66,223.93,product_7,Korea,New Debbiestad,F,Morning,Tuesday,February,2020,0
7049538,35.34,23,40184,133.81,product_30,Korea,New Debbiestad,M,Mid-Night,Thursday,January,2020,1
2160337,46.14,54,56367,138.52,product_16,Korea,East Michaeltown,F,Early-Morning,Wednesday,February,2020,1
8478191,47.51,42,72554,123.64,product_12,Korea,East Michaeltown,M,Night,Wednesday,May,2020,1
8597950,65.59,57,52736,135.25,product_28,Korea,Pamelamouth,F,Morning,Monday,January,2020,1
7001181,81.11,36,35521.88,220.05,product_27,Korea,New Debbiestad,M,Evening,Tuesday,January,2020,0
5060092,68.1,25,74623.27,199.39,product_6,Korea,Frankport,M,Night,Thursday,April,2020,0
9428194,74.71,37,70510.59,210.54,product_6,Korea,East Michaeltown,M,Noon,Friday,May,2020,0
1121559,76.32,35,74166.24,195.31,product_6,Korea,East Michaeltown,M,Mid-Night,Thursday,June,2020,0
3049220,85.56,21,66269.49,218.49,product_5,Korea,Lake James,M,Mid-Night,Tuesday,May,2020,0
3691413,82.41,50,66198.66,241.8,product_8,Korea,East Michaeltown,F,Early-Morning,Tuesday,February,2020,0
5907565,50.6,45,75805,170.49,product_12,Korea,East Michaeltown,F,Early-Morning,Saturday,March,2020,1
4738176,39.19,34,25583,131.68,product_27,Korea,New Debbiestad,F,Morning,Thursday,January,2020,1
5645438,57.7,42,76894,138.87,product_5,Korea,Pamelamouth,M,Early-Morning,Tuesday,June,2020,1
7092110,58.18,21,60997.84,235.56,product_17,Korea,New Debbiestad,F,Night,Monday,June,2020,0
8968893,50.32,55,42581,159.69,product_14,Korea,New Debbiestad,F,Evening,Wednesday,June,2020,1
4521912,45.53,59,39032,151.18,product_27,Kuwait,Patriciahaven,F,Mid-Night,Saturday,June,2020,1
6174087,79.09,43,72948.76,178.92,product_2,Kuwait,Jacobstad,M,Morning,Saturday,June,2020,1
1156979,80.94,27,63764.28,231.37,product_26,Kuwait,Patriciahaven,M,Noon,Monday,January,2020,0
3745963,74.49,43,63497.62,235.94,product_22,Kuwait,Patriciahaven,F,Morning,Wednesday,March,2020,0
2139878,60.72,44,42995.8,105.69,product_18,Kuwait,Jacobstad,F,Evening,Sunday,February,2020,1
3137319,48.86,27,49206,248.51,product_5,Kuwait,Patriciahaven,F,Evening,Monday,June,2020,1
9823085,84.31,27,53185.34,222.26,product_22,Kuwait,Patriciahaven,M,Morning,Sunday,May,2020,0
2273612,79.4,27,64447.77,220.05,product_18,Kuwait,Patriciahaven,F,Mid-Night,Tuesday,July,2020,0
3059859,41.67,29,60249,115.6,product_14,Kuwait,Patriciahaven,F,Early-Morning,Friday,February,2020,1
6868968,54.96,29,53442,145.73,product_29,Kuwait,Patriciahaven,F,Early-Morning,Wednesday,February,2020,1
6085906,37.74,47,50628,135.72,product_6,Kuwait,Patriciahaven,M,Night,Monday,June,2020,1
4033733,79.15,45,58996.56,238.99,product_19,Kuwait,Jacobstad,F,Morning,Wednesday,May,2020,0
9227795,65.19,59,47998,159.24,product_27,Kuwait,Patriciahaven,F,Noon,Wednesday,May,2020,1
9528348,68.1,22,74780.74,209.64,product_10,Kuwait,Jacobstad,F,Morning,Sunday,June,2020,0
2050681,37.58,60,38745,118.6,product_9,Kuwait,Patriciahaven,M,Mid-Night,Friday,January,2020,1
6226986,63.26,32,46869,109.04,product_6,Kuwait,Patriciahaven,M,Evening,Monday,May,2020,1
5447661,72.82,36,75687.46,204.86,product_10,Kuwait,Patriciahaven,F,Night,Monday,July,2020,0
5163918,65.82,28,72209.99,230.78,product_9,Kuwait,Patriciahaven,M,Night,Tuesday,March,2020,0
1538323,42.06,27,52177,135.31,product_11,Kuwait,Patriciahaven,M,Evening,Monday,July,2020,1
2354915,71.89,23,61617.98,172.81,product_29,Kuwait,Patriciahaven,M,Night,Wednesday,February,2020,0
5014154,81.61,39,56605.12,205.71,product_17,Kuwait,Jacobstad,F,Evening,Wednesday,February,2020,0
9425620,80.05,26,68324.48,235.97,product_12,Kuwait,Jacobstad,F,Early-Morning,Monday,July,2020,0
3648593,46.14,38,28680,171.54,product_10,Kuwait,Patriciahaven,F,Mid-Night,Saturday,January,2020,1
7423599,87.3,33,67301.39,178.92,product_8,Kuwait,Patriciahaven,M,Mid-Night,Thursday,May,2020,0
7955163,56.89,29,56436,123.08,product_3,Kuwait,Patriciahaven,F,Noon,Monday,July,2020,1
9348036,71.84,51,64238.71,185.45,product_7,Kuwait,Patriciahaven,F,Mid-Night,Tuesday,February,2020,0
7698818,49.58,42,64021.55,213.36,product_1,Kuwait,Patriciahaven,F,Night,Wednesday,February,2020,0
3149246,46.13,43,44218,219.69,product_22,Kyrgyz Republic,Mcdonaldfort,F,Early-Morning,Friday,July,2020,1
8506461,51.56,43,23937,167.42,product_28,Kyrgyz Republic,Mcdonaldfort,F,Early-Morning,Sunday,January,2020,1
6144432,84.37,48,53412.32,187.03,product_5,Kyrgyz Republic,Lake Jacqueline,F,Morning,Tuesday,July,2020,0
2121115,38.52,58,65954,136.18,product_17,Kyrgyz Republic,Mcdonaldfort,M,Evening,Sunday,February,2020,1
5077347,76.87,27,54774.77,235.35,product_25,Kyrgyz Republic,Mcdonaldfort,M,Night,Sunday,May,2020,0
1955782,77.2,35,46557.92,178.92,product_16,Kyrgyz Republic,New Tyler,M,Night,Sunday,January,2020,0
1061883,70.44,33,48376.14,224.9,product_19,Kyrgyz Republic,Lake Jacqueline,F,Morning,Wednesday,June,2020,0
5580399,81.9,31,69775.75,213.96,product_29,Kyrgyz Republic,Kristineberg,F,Mid-Night,Sunday,April,2020,0
6935888,78.36,24,58920.44,196.77,product_21,Kyrgyz Republic,Kristineberg,M,Night,Friday,June,2020,0
9741222,82.07,49,68717,177.55,product_16,Kyrgyz Republic,Lake Jacqueline,M,Night,Saturday,February,2020,0
2063244,69.86,35,60283.47,198.32,product_1,Kyrgyz Republic,Mcdonaldfort,F,Night,Monday,May,2020,0
7725930,34.3,26,61230,171.24,product_6,Kyrgyz Republic,Mcdonaldfort,M,Morning,Tuesday,January,2020,1
6401566,88.89,50,71228.44,256.09,product_9,Kyrgyz Republic,Lake Jacqueline,M,Noon,Thursday,April,2020,0
5109782,84,48,46868.53,136.21,product_25,Kyrgyz Republic,Robertside,M,Early-Morning,Sunday,April,2020,1
9990241,76.7,27,67686.16,200.71,product_22,Kyrgyz Republic,New Tyler,M,Mid-Night,Sunday,February,2020,0
7288686,81.03,53,64447.77,234.26,product_27,Kyrgyz Republic,Port Juan,M,Evening,Saturday,July,2020,0
6506365,35.49,61,53922,105.69,product_8,Kyrgyz Republic,Mcdonaldfort,M,Night,Sunday,June,2020,1
6877591,90.97,25,57737.51,217.66,product_19,Kyrgyz Republic,New Tyler,F,Noon,Monday,June,2020,0
9180984,35.61,22,25686,138.55,product_25,Kyrgyz Republic,Mcdonaldfort,M,Night,Monday,July,2020,1
3771739,70.9,28,71727.51,190.95,product_13,Kyrgyz Republic,Port Juan,F,Night,Friday,June,2020,0
6677676,80.22,30,61806.31,224.58,product_13,Kyrgyz Republic,New Tyler,F,Noon,Tuesday,July,2020,0
1624011,63.11,42,51501.38,205.38,product_12,Kyrgyz Republic,Kristineberg,M,Noon,Wednesday,April,2020,0
4322384,71.9,19,68333.01,250.03,product_30,Kyrgyz Republic,Kristineberg,F,Morning,Friday,June,2020,0
1046151,81.37,26,53049.44,156.48,product_29,Kyrgyz Republic,Lake Jacqueline,M,Noon,Monday,February,2020,1
6218448,41.73,60,51824,131.29,product_26,Kyrgyz Republic,Mcdonaldfort,F,Morning,Sunday,June,2020,1
6151025,71.74,45,61617.98,244.55,product_27,Kyrgyz Republic,Mcdonaldfort,F,Morning,Friday,March,2020,0
4993361,68.58,20,42362,123.62,product_10,Kyrgyz Republic,Mcdonaldfort,F,Noon,Tuesday,June,2020,1
1979375,81.22,19,56379.3,228.94,product_9,Kyrgyz Republic,Lake Jacqueline,M,Night,Monday,April,2020,0
9024657,61.09,32,41060,143.42,product_17,Kyrgyz Republic,Mcdonaldfort,F,Noon,Tuesday,May,2020,1
5482679,43.84,42,51637,153.17,product_22,Kyrgyz Republic,Mcdonaldfort,F,Evening,Sunday,April,2020,1
1248588,41.86,50,55985,133.42,product_7,Kyrgyz Republic,Mcdonaldfort,F,Night,Monday,February,2020,1
8143555,78.17,35,67516.07,190.08,product_20,Kyrgyz Republic,Lake Jacqueline,M,Noon,Monday,April,2020,0
6314665,75.7,33,37908.29,249.54,product_2,Kyrgyz Republic,Mcdonaldfort,F,Mid-Night,Sunday,March,2020,0
1283145,74.38,49,74903.41,161.42,product_22,Kyrgyz Republic,Port Juan,M,Morning,Sunday,January,2020,0
9015040,43.83,43,51593,151.93,product_12,Kyrgyz Republic,Mcdonaldfort,F,Morning,Wednesday,January,2020,1
7458893,49.96,32,70006,176.73,product_6,Kyrgyz Republic,Mcdonaldfort,M,Early-Morning,Friday,March,2020,1
7886566,76.59,20,55901.12,238.43,product_21,Kyrgyz Republic,New Tyler,F,Mid-Night,Monday,February,2020,0
5634309,84.73,19,75805,114.53,product_14,Kyrgyz Republic,Mcdonaldfort,M,Noon,Saturday,May,2020,1
5972402,61.09,39,57587,170.04,product_14,Kyrgyz Republic,Mcdonaldfort,F,Evening,Wednesday,June,2020,1
3449980,82.95,39,69805.7,201.29,product_4,Lao People's Democratic Republic,Karenmouth,F,Morning,Tuesday,April,2020,0
5665575,56.3,41,53013,109.77,product_18,Lao People's Democratic Republic,Carterport,M,Noon,Saturday,February,2020,1
4423686,82.37,46,64447.77,249.54,product_10,Lao People's Democratic Republic,Carterport,F,Morning,Sunday,June,2020,0
8927598,53.54,51,29876,151.94,product_23,Lao People's Democratic Republic,Carterport,F,Mid-Night,Sunday,April,2020,1
